,precision,recall,f1-score,support
0,0.9593325507294985,1.0,0.9792442333204947,11441.0
1,0.5816808309726157,1.0,0.7355223880597016,2464.0
2,1.0,0.619649477586788,0.7651649152013318,5934.0
avg / total,0.9245922314840828,0.8862341851907858,0.8849412291145515,19839.0
