epoch,acc,loss,val_acc,val_loss
0,0.9895778200587174,0.029423470169352064,0.30202034150256873,5.023897388045529
1,0.9988504962717173,0.0042704213721448435,0.47969904320642315,4.554696623693848
2,0.9989480301332919,0.004662907772578255,0.5383865123738465,4.204531101995128
3,1.0,4.9176976944243376e-05,0.5118294547472416,4.83851118776129
0,0.9885328159190925,0.03381551575020741,0.4890065491241018,4.367980435039448
1,1.0,0.00010081784489826609,0.48987042053473,4.90398953894084
2,1.0,4.0994109941680326e-05,0.48870001373906247,5.2800250371474355
0,0.9888114842433227,0.0330534942868768,0.4192838240536837,4.534639019015084
1,0.9996446991790648,0.0012547642796294646,0.41242859342043486,5.147127983757527
2,0.9981329260271739,0.007032564337983635,0.4927964339972786,4.12938622942516
0,0.986484607711997,0.038938635451350324,0.15945381096798977,6.159225707169079
1,0.9997979662487131,0.0006080493070944187,0.5176257490032111,3.8819758333327905
2,0.9983070954167612,0.006031664292520006,0.438985644824262,4.523816853458542
3,0.999895500234862,0.00037108606370627584,0.4477915563124276,5.0655900040872
0,0.9880012342586152,0.034026106034977154,0.46968890911208777,3.8963976102503675
1,0.9989009302052733,0.00447176441118178,0.08221095914433531,6.670154476387413
2,0.9989289331406782,0.0036486426941033435,0.4300954837122395,4.9105071575348465
