,precision,recall,f1-score,support
0,0.8384780516692575,0.9869303825041387,0.9066677339310013,11477.0
1,0.7442320369149638,0.907556270096463,0.8178196305686346,2488.0
2,0.9631485849056604,0.5472361809045226,0.6979277932065798,5970.0
avg / total,0.8640511140576518,0.8453473789816905,0.8330669550350713,19935.0
