,precision,recall,f1-score,support
0,0.8582981715893109,0.9811093247588425,0.9156039009752439,2488.0
1,0.8795234549516009,0.9892797319932999,0.9311785573512023,5970.0
2,0.9968195836545876,0.9011936917312887,0.946597721136686,11477.0
avg / total,0.9444042758253807,0.9375470278404816,0.9381118905692918,19935.0
