,precision,recall,f1-score,support
0,0.8847279110590989,0.6077170418006431,0.7205146533238026,2488.0
1,0.6126236248472052,0.9234505862646566,0.7365889504976952,5970.0
2,0.9578411184567032,0.7700618628561471,0.8537480680061823,11477.0
avg / total,0.8453327614537464,0.7957361424630047,0.8020337631526369,19935.0
