epoch,acc,loss,val_acc,val_loss
0,0.8678277853024575,0.3048147671990033,0.7124425247965607,1.067162990306905
1,0.9837327620536982,0.04826661753188086,0.5757001530987914,1.8417757202331841
2,0.9989967962751087,0.003523238691589738,0.6358645674585051,2.2127538293460964
0,0.8480005587926229,0.3418883512161752,0.5444893405491286,2.0190735013268695
1,0.9919534678809304,0.02442348118823048,0.5123031911277598,3.0861012156682213
2,0.9975686234751501,0.008099326830032512,0.5287167329724758,3.2102052074813683
3,1.0,8.145208431030226e-05,0.5281036642205006,3.586317472805315
4,0.9916678299159082,0.02742907161484853,0.6104779135587904,2.039273041226895
5,1.0,0.00012303140005513014,0.6540615860924542,2.0148111657953818
6,1.0,4.7961271439856876e-05,0.6395429830473414,2.300235574807174
7,1.0,2.5763442741247405e-05,0.6410477906278669,2.41991649299335
