,precision,recall,f1-score,support
0,0.7681314755269739,0.8641479099678456,0.813315679969737,2488.0
1,0.8014009064688916,0.9773869346733668,0.8806882499434006,5970.0
2,0.9884322678843227,0.848740960181232,0.9132758297393586,11477.0
avg / total,0.9049265944940439,0.8891898670679709,0.8910411317705256,19935.0
