,precision,recall,f1-score,support
0,0.7245195107746069,1.0,0.840256670043904,2488.0
1,0.9005883240307738,1.0,0.9476942614493215,5970.0
2,1.0,0.8601550927942843,0.9248208346995176,11477.0
avg / total,0.9358473457371931,0.9194883370955605,0.9211167321679482,19935.0
