,precision,recall,f1-score,support
0,0.713932107496464,0.7862149532710281,0.7483320978502594,2568.0
1,0.7074074074074074,0.8154351395730706,0.7575896262395116,6090.0
2,0.946093975208994,0.8490126756919893,0.8949281948736594,11597.0
avg / total,0.8448946232367679,0.8309553196741545,0.8350491200704971,20255.0
