,precision,recall,f1-score,support
0,0.8268527750083084,1.0,0.9052210296525378,2488.0
1,0.8901148054271657,1.0,0.9418632168494123,5970.0
2,1.0,0.8903894746013766,0.9420169616519173,11477.0
avg / total,0.9454825729932708,0.9368949084524705,0.9373785801477583,19935.0
