,precision,recall,f1-score,support
0,0.8900348972469949,1.0,0.9418184802232069,11477.0
1,0.8098518773682397,0.944935691318328,0.8721943980708589,2488.0
2,0.9954072999758279,0.6897822445561139,0.8148807757000099,5970.0
avg / total,0.9115838258064527,0.9002257336343115,0.8951145518360222,19935.0
