,precision,recall,f1-score,support
0,0.756578947368421,0.27733118971061094,0.4058823529411764,2488.0
1,0.6968154718627309,0.802680067001675,0.7460107418074258,5970.0
2,0.799440144903672,0.846039905898754,0.8220801760995641,11477.0
avg / total,0.7633574783613032,0.762076749435666,0.7473555858441272,19935.0
