,precision,recall,f1-score,support
0,0.9500502008032129,0.9893700444366995,0.9693115369840796,11477.0
1,0.8772919605077574,1.0,0.9346356123215627,2488.0
2,0.9766854478336895,0.8420435510887773,0.9043806782405326,5970.0
avg / total,0.9489461086495561,0.9465763732129421,0.9455387289951497,19935.0
