epoch,acc,loss,val_acc,val_loss
0,0.9647903002386424,0.0981684037795275,0.7380242458920601,1.6426138495921287
1,0.9997213356206224,0.0018086250484169052,0.6416608614228605,2.4550788559367853
2,0.9983837287439615,0.006145296183443501,0.7602619470428155,1.6459674911071793
0,0.9632297653341021,0.09639680557490764,0.5285216686181528,3.3564111799171945
1,0.9961543883788349,0.012335495129886357,0.5020203429858333,4.113718671835117
2,0.9990873672229027,0.0031894243703955412,0.4863592030544608,4.726095351009713
0,0.9814476854699525,0.05392895865883658,0.5407551902241073,3.480333402655293
1,0.9990176995501173,0.0036610586054552276,0.5293855384164523,4.27218384100508
2,0.9996238003887306,0.0012430677714799362,0.57784589547734,3.363736994397915
0,0.9809669844844605,0.05315439653804217,0.4076633691672943,4.945795928732638
1,0.9992754674230228,0.0024543087183035005,0.48371185890949253,4.64905801894228
2,1.0,5.802553417161878e-05,0.5209697640215609,4.6640319455141155
3,1.0,2.5569364430014525e-05,0.523087640835749,4.882106605334493
4,0.9974014244738006,0.008812265176019286,0.6336073561832236,2.529124326164393
5,0.9986902651671199,0.004089355856530054,0.5789327084991167,3.392451781326648
6,0.9998049347268119,0.0006879154775894809,0.4291208031228762,5.389469751494247
0,0.9794134077827163,0.05865183630759578,0.6941340376826836,1.9410215028090216
1,0.9992057986290687,0.002768484814586532,0.6640936317003021,2.560975710434848
2,1.0,0.00011455909356948064,0.6641214995957591,2.99015030332483
0,0.9824578573926505,0.04998913400221117,0.626445592055999,2.6679405876341518
1,0.9983558625136475,0.005351704266077215,0.6244391806987363,3.160994527650738
2,0.9999791001715467,0.00015312447941205468,0.6352514994851192,3.2608773873010604
0,0.979085973295907,0.057873075992311535,0.7890762097659143,0.9643825978733745
1,0.998139895128144,0.0065277808877071165,0.8688867223018621,0.9218907142016937
2,0.9995959335355452,0.0014701643813543731,0.8349170980221617,1.1493437608837942
