,precision,recall,f1-score,support
0,0.5869565217391305,0.7052238805970149,0.6406779661016949,1608.0
1,0.43622047244094486,0.4605153782211139,0.44803881924787703,1203.0
2,0.7535452322738386,0.6325944170771757,0.6877929033697835,2436.0
avg / total,0.6297380409990565,0.6153992757766342,0.6183846734620763,5247.0
