,precision,recall,f1-score,support
0,0.9423587409935533,0.9987942122186495,0.9697560975609757,2488.0
1,0.8830842089684772,0.9994974874371859,0.9376915219611849,5970.0
2,0.9997153970211555,0.9181841944759084,0.9572168225996911,11477.0
avg / total,0.9576290387130961,0.9525959367945824,0.9529344885787127,19935.0
