,precision,recall,f1-score,support
0,0.4642652944539737,1.0,0.6341272940257712,2436.0
1,0.0,0.0,0.0,1608.0
2,0.0,0.0,0.0,1203.0
avg / total,0.21554226363443488,0.4642652944539737,0.2944032948821762,5247.0
