
0-0,4265,5247,81.28454354869449%
0-0,4066,5247,77.49190013340956%
0-0,4006,5407,74.08914370260773%
0-0,4259,5407,78.76826336230812%
0-0,3834,5247,73.07032590051458%
0-0,4263,5247,81.24642652944539%
0-0,4026,5247,76.72955974842768%
0-0,4231,5247,80.63655422145987%
0-0,2436,5247,46.42652944539737%
