,precision,recall,f1-score,support
0,0.8322834645669291,0.4116043613707165,0.5508077123501823,2568.0
1,0.4357642986389741,0.9095238095238095,0.589223977448008,6090.0
2,0.9429391138029964,0.5101319306717255,0.6620782272956186,11597.0
avg / total,0.7764193245367847,0.6177240187607999,0.6260661283594632,20255.0
