epoch,acc,loss,val_acc,val_loss
0,0.7418268835193769,0.5980062387408155,0.6885164970970531,0.6183636679913136
1,0.8012533940407341,0.4880842072394952,0.719316530005662,0.6162538304563276
0,0.5830407821976156,0.8756876520957392,0.5287841800170657,0.8842059644504915
1,0.7398453153319793,0.6005635857876347,0.46507226536406765,0.9331006101565276
2,0.7740599548887629,0.5469774266104197,0.5746413955244216,0.7518329065461555
3,0.7844683380802563,0.5260184618999796,0.49908120621022634,0.9187026663640775
4,0.7930391385588551,0.5071919167822535,0.4986149570494069,0.8828580064911009
5,0.8013151035774153,0.49067544336935076,0.589067773150226,0.7482827489327222
6,0.807897477429048,0.4787713417866701,0.621403693451524,0.7216508299082077
7,0.8120526038058149,0.4694878391927446,0.614464767722506,0.7195813780584749
8,0.8151312357409434,0.4624275078637422,0.4626587321854328,0.9105519270390793
9,0.8171539434102136,0.45669688080175896,0.6501467325726578,0.6688239512377236
0,0.49215600235614354,1.202752546511983,0.31644771346166795,1.0251420118050156
1,0.6926716204446268,0.6731216261464097,0.3483996611374698,1.0957778110339629
2,0.7285249992424069,0.6121324950219744,0.1357614984720776,1.6615273292502584
