,precision,recall,f1-score,support
0,0.6564495530012772,0.20015576323987538,0.30677409728439275,2568.0
1,0.5712935840498914,0.9927750410509031,0.7252444071252924,6090.0
2,0.9950500618742266,0.7626972492886092,0.8635165478863616,11597.0
avg / total,0.8247117228598629,0.7605529498889163,0.7513569847967162,20255.0
