,precision,recall,f1-score,support
0,0.8930366116295765,1.0,0.9434963974213121,2488.0
1,0.9008817269686835,0.9926298157453937,0.9445329933057062,5970.0
2,0.9958376690946931,0.9172257558595451,0.9549165457184325,11477.0
avg / total,0.9545707513387117,0.9501379483320792,0.9503816504654998,19935.0
