832.3600464,812.6203003,-578.1259155,824.2200317,246.0941315
830.7150879,810.9752808,-582.0321655,828.1262817,257.8128967
812.6203003,814.2652588,-578.1259155,824.2200317,250.0003967
815.9102783,819.2001953,-574.2196655,824.2200317,246.0941315
817.5552368,824.1351318,-570.3134155,828.1262817,253.9066467
812.6203003,827.4251099,-578.1259155,820.3137817,250.0003967
812.6203003,827.4251099,-578.1259155,824.2200317,250.0003967
812.6203003,827.4251099,-570.3134155,824.2200317,253.9066467
814.2652588,812.6203003,-570.3134155,828.1262817,253.9066467
815.9102783,827.4251099,-570.3134155,824.2200317,253.9066467
819.2001953,819.2001953,-574.2196655,828.1262817,257.8128967
820.8452148,817.5552368,-574.2196655,828.1262817,253.9066467
840.5849609,819.2001953,-574.2196655,824.2200317,250.0003967
829.0700684,815.9102783,-570.3134155,828.1262817,253.9066467
824.1351318,822.4901733,-570.3134155,828.1262817,253.9066467
827.4251099,820.8452148,-574.2196655,824.2200317,253.9066467
827.4251099,819.2001953,-574.2196655,828.1262817,253.9066467
822.4901733,815.9102783,-574.2196655,828.1262817,253.9066467
817.5552368,814.2652588,-574.2196655,824.2200317,253.9066467
848.8098755,814.2652588,-570.3134155,828.1262817,253.9066467
848.8098755,814.2652588,-570.3134155,824.2200317,253.9066467
848.8098755,814.2652588,-570.3134155,824.2200317,257.8128967
840.5849609,814.2652588,-582.0321655,820.3137817,250.0003967
840.5849609,814.2652588,-570.3134155,824.2200317,253.9066467
840.5849609,814.2652588,-566.4071655,828.1262817,253.9066467
830.7150879,814.2652588,-566.4071655,828.1262817,253.9066467
819.2001953,810.9752808,-570.3134155,828.1262817,253.9066467
819.2001953,810.9752808,-574.2196655,824.2200317,253.9066467
829.0700684,814.2652588,-574.2196655,824.2200317,253.9066467
824.1351318,814.2652588,-574.2196655,828.1262817,253.9066467
835.6500244,829.0700684,-574.2196655,824.2200317,250.0003967
840.5849609,822.4901733,-570.3134155,828.1262817,253.9066467
820.8452148,822.4901733,-574.2196655,828.1262817,253.9066467
830.7150879,824.1351318,-574.2196655,824.2200317,253.9066467
830.7150879,824.1351318,-570.3134155,828.1262817,253.9066467
817.5552368,815.9102783,-570.3134155,828.1262817,253.9066467
834.0050049,827.4251099,-570.3134155,824.2200317,253.9066467
837.2949829,827.4251099,-570.3134155,828.1262817,253.9066467
837.2949829,827.4251099,-574.2196655,824.2200317,253.9066467
830.7150879,822.4901733,-574.2196655,824.2200317,253.9066467
830.7150879,819.2001953,-574.2196655,824.2200317,253.9066467
824.1351318,820.8452148,-574.2196655,824.2200317,257.8128967
822.4901733,820.8452148,-578.1259155,824.2200317,250.0003967
822.4901733,820.8452148,-570.3134155,828.1262817,257.8128967
822.4901733,815.9102783,-566.4071655,828.1262817,257.8128967
825.7801514,819.2001953,-574.2196655,828.1262817,253.9066467
817.5552368,825.7801514,-574.2196655,824.2200317,250.0003967
819.2001953,825.7801514,-574.2196655,828.1262817,253.9066467
817.5552368,817.5552368,-574.2196655,828.1262817,257.8128967
824.1351318,822.4901733,-574.2196655,828.1262817,257.8128967
827.4251099,827.4251099,-570.3134155,824.2200317,253.9066467
832.3600464,827.4251099,-570.3134155,824.2200317,257.8128967
814.2652588,817.5552368,-570.3134155,824.2200317,257.8128967
819.2001953,820.8452148,-570.3134155,824.2200317,257.8128967
824.1351318,819.2001953,-582.0321655,820.3137817,246.0941315
832.3600464,814.2652588,-566.4071655,824.2200317,257.8128967
