,precision,recall,f1-score,support
0,0.3807312826465467,0.9187675070028011,0.5383668444809191,1428.0
1,0.38934426229508196,0.10182207931404073,0.16142735768903993,933.0
2,0.8482676224611708,0.32779316712834716,0.4728604728604729,2166.0
avg / total,0.6062050228830298,0.4676386127678374,0.4293384941149571,4527.0
