,precision,recall,f1-score,support
0,0.7745250700716287,0.9995980707395499,0.8727846990700123,2488.0
1,0.8608553608553609,0.9710217755443886,0.9126259445843828,5970.0
2,0.995995995995996,0.8669512938921321,0.9270042390646107,11477.0
avg / total,0.9278841697863436,0.9146726862302483,0.9159314207273385,19935.0
