epoch,acc,loss,val_acc,val_loss
0,0.7502229321595933,0.6000450558195344,0.7726069387244169,0.7069477119933467
1,0.9397519846073479,0.16932348482091727,0.6751567503860174,1.0657255700372197
2,0.9726278391225899,0.0775354168374832,0.7379406465699417,1.0777882397791478
3,0.9847986638936322,0.04550746317018045,0.7345130260531842,1.0899262121844566
4,0.99061585743314,0.029532974570318983,0.742566530096908,1.1618900694169356
5,0.9943291113638058,0.018714008937705705,0.7355719666237185,1.2928985055395301
6,0.9962867572810202,0.012542555073143283,0.6902884214688796,1.551641927880021
7,0.9971436602135496,0.009138058317810664,0.6502995657043834,1.7089458237574502
8,0.9977079659629802,0.007831680525763987,0.6908736240154557,1.7016261244162938
9,0.9983140665939696,0.005921550846322686,0.7164274770120268,1.6169310150591236
10,0.9981259652311563,0.006155773808498917,0.7737773424472519,1.3308883860923633
