,precision,recall,f1-score,support
0,0.5508245139059808,0.8995176848874598,0.6832544649671806,2488.0
1,0.6583170841457927,0.7351758793969849,0.6946268892933449,5970.0
2,0.9468766974470396,0.7594319072928466,0.8428585243206654,11477.0
avg / total,0.811031263584055,0.7696513669425633,0.7785476258614442,19935.0
