,precision,recall,f1-score,support
0,0.5341207349081365,0.8550420168067226,0.6575121163166397,1428.0
1,0.33266533066132264,0.3558413719185423,0.34386328327291554,933.0
2,0.9356395816572808,0.5369344413665743,0.6823115283074216,2166.0
avg / total,0.6847131647504977,0.599955820631765,0.6047357003993078,4527.0
