epoch,acc,loss,val_acc,val_loss
0,0.5266306677127665,0.9637175278224163,0.25843661651609573,1.4406821784658335
1,0.6494140019846627,0.7589807835043358,0.18431709568542065,1.505063615703688
2,0.6465913958730028,0.7286893112707585,0.22640814966168896,1.5019142881231464
3,0.6281831012427854,0.7879585823691198,0.2212541408828613,1.4730883083441226
4,0.6601214940111835,0.7333261163064861,0.18308994896478603,1.4548465582194805
5,0.6702153771766426,0.7065706963282228,0.2388023071211384,1.4056663447354436
6,0.6638645140051059,0.7106510995099564,0.2507056071284593,1.3742267520884996
7,0.6489537952611466,0.693927885458763,0.22972143836870765,1.286789685462147
8,0.6648156086659881,0.7474586360182595,0.2626089071814949,1.4089405336823546
9,0.662545251917267,0.7288523834380898,0.22579457622822816,1.5011199488349012
10,0.6733447849410381,0.7170304347783091,0.2538961825878843,1.4501573823137304
