815.9102783,845.5198975,-578.1259155,789.0637207,339.8442688
814.2652588,845.5198975,-582.0321655,789.0637207,335.9380188
812.6203003,838.9400024,-582.0321655,789.0637207,335.9380188
809.3303223,842.2299194,-578.1259155,789.0637207,335.9380188
809.3303223,842.2299194,-582.0321655,789.0637207,339.8442688
814.2652588,837.2949829,-578.1259155,789.0637207,335.9380188
812.6203003,830.7150879,-574.2196655,789.0637207,335.9380188
807.6853638,837.2949829,-574.2196655,789.0637207,335.9380188
810.9752808,837.2949829,-582.0321655,789.0637207,335.9380188
815.9102783,845.5198975,-578.1259155,789.0637207,335.9380188
810.9752808,840.5849609,-582.0321655,789.0637207,339.8442688
810.9752808,840.5849609,-582.0321655,789.0637207,335.9380188
807.6853638,866.9046631,-574.2196655,789.0637207,335.9380188
806.0403442,847.164856,-578.1259155,789.0637207,339.8442688
806.0403442,822.4901733,-582.0321655,789.0637207,335.9380188
810.9752808,829.0700684,-574.2196655,792.9699707,335.9380188
801.1054077,822.4901733,-574.2196655,792.9699707,335.9380188
807.6853638,820.8452148,-578.1259155,789.0637207,339.8442688
807.6853638,819.2001953,-582.0321655,789.0637207,339.8442688
807.6853638,819.2001953,-578.1259155,789.0637207,339.8442688
809.3303223,822.4901733,-578.1259155,789.0637207,339.8442688
806.0403442,832.3600464,-578.1259155,789.0637207,335.9380188
802.7504272,829.0700684,-585.9384155,789.0637207,335.9380188
820.8452148,809.3303223,-585.9384155,789.0637207,335.9380188
822.4901733,820.8452148,-585.9384155,789.0637207,335.9380188
819.2001953,820.8452148,-574.2196655,789.0637207,335.9380188
830.7150879,824.1351318,-574.2196655,789.0637207,335.9380188
825.7801514,824.1351318,-578.1259155,792.9699707,339.8442688
827.4251099,827.4251099,-578.1259155,789.0637207,339.8442688
827.4251099,827.4251099,-582.0321655,792.9699707,339.8442688
827.4251099,827.4251099,-582.0321655,789.0637207,335.9380188
817.5552368,815.9102783,-582.0321655,789.0637207,335.9380188
824.1351318,834.0050049,-578.1259155,785.1574707,335.9380188
824.1351318,834.0050049,-578.1259155,789.0637207,332.0317688
824.1351318,834.0050049,-582.0321655,789.0637207,332.0317688
