,precision,recall,f1-score,support
0,0.5079670329670329,0.7431672025723473,0.6034595300261096,2488.0
1,0.7182883341823739,0.4723618090452261,0.5699272433306387,5970.0
2,0.840730859406581,0.9060730155964102,0.8721798205149709,11477.0
avg / total,0.7625317986706837,0.7558565337346376,0.7481254453694104,19935.0
